1       0.
2       0.
2.8643	3.333333333
3.1057	3.333333333
3.3471	3.333333333
3.5885	3.333333333
3.8298	3.333333333
4.0712	3.333333333
4.3126	3.333333333
4.554	3.333333333
4.7954	3.333333333
5.0367	3.333333333
5.2781	3.333333333
5.5195	3.333333333
5.7609	3.333333333
6.0023	3.333333333
6.2436	3.333333333
6.485	3.333333333
6.7264	3.333333333
6.9678	3.333333333
7.2091	3.333333333
7.4505	3.333333333
7.6919	3.333333333
7.9333	3.333333333
8.1747	3.333333333
8.416	3.333333333
8.6574	3.333333333
8.8988	3.333333333
9.1402	3.333333333
9.3816	3.333333333
9.6229	3.333333333
9.8643	3.333333333
